id_municipio,fold,alunos_2023
2802304,1,125
2802403,0,103
2802502,0,20
2802601,1,50
2802700,2,108
2802809,2,180
2802908,1,641
2803005,1,503
2803104,2,31
2803203,2,325
2803302,2,159
2803401,0,165
2803500,2,784
2803609,0,203
2803708,2,47
2803807,2,60
2803906,1,126
2804003,2,173
2804102,0,95
2804201,1,162
2804300,2,40
2804409,0,224
2804458,1,42
2804508,2,452
2804607,1,239
2804706,0,47
2804805,2,1897
2804904,1,71
2805000,0,21
2805109,0,54
2805208,1,37
2805307,0,62
2805406,0,367
2805505,2,149
2805604,1,297
2805703,0,181
2805802,0,135
2805901,1,106
2806008,1,126
2806107,2,97
2806206,1,151
2806305,0,139
2806404,0,90
2806503,2,40
2806602,2,129
2806701,1,774
2806800,1,98
2806909,1,23
2807006,0,44
2807105,0,361
2807204,2,85
2807303,1,23
2807402,0,519
2807501,0,133
2807600,1,189
2900108,2,59
2900207,2,189
2900306,0,127
2900355,2,134
2900405,0,74
2900504,2,47
2900603,1,59
2900702,1,1065
2900801,2,253
2900900,2,60
2901007,2,262
2901106,1,141
2901155,0,224
2901205,1,159
2901304,0,134
2901353,1,103
2901403,1,141
2901502,0,97
2901601,0,83
2901700,0,66
2901809,2,65
2901908,2,247
2901957,2,70
2902005,0,111
2902054,0,103
2902104,2,365
2902203,1,104
2902252,0,72
2902302,0,93
2902401,2,107
2902500,2,152
2902609,1,143
2902658,1,135
2902708,1,534
2902807,2,249
2902906,2,453
2903003,0,116
2903102,1,52
2903201,1,2023
2903235,0,127
2903276,2,117
2903300,1,77
2903409,2,186
2903508,1,148
2903607,1,91
2903706,2,133
2903805,2,138
2903904,0,702
2903953,0,88
2904001,2,122
2904050,2,173
2904100,0,159
2904209,2,82
2904308,0,149
2904407,1,77
2904506,2,37
2904605,1,668
2904704,2,99
2904753,0,282
2904803,2,63
2904852,0,125
2904902,2,250
2905008,0,251
2905107,1,49
2905156,2,55
2905206,1,451
2905305,1,176
2905404,2,282
2905503,0,112
2905602,0,238
2905701,2,2617
2905800,0,243
2905909,1,187
2906006,1,589
2906105,1,69
2906204,2,352
2906303,0,299
2906402,2,57
2906501,0,575
2906600,2,122
2906709,0,208
2906808,2,348
2906824,2,164
2906857,1,78
2906873,0,258
2906899,0,110
2906907,1,223
2907004,0,117
2907103,2,294
2907202,0,665
2907301,2,237
2907400,1,27
2907509,2,283
2907558,2,47
2907608,0,89
2907707,2,120
2907806,1,155
2907905,2,177
2908002,1,136
2908101,2,182
2908200,0,198
2908309,1,67
2908408,2,503
2908507,1,321
2908606,2,192
2908705,1,152
2908804,1,40
2908903,2,139
2909000,1,56
2909109,1,152
2909208,0,112
2909307,1,348
2909406,1,120
2909505,2,26
2909604,0,123
2909703,0,146
2909802,1,437
2909901,2,430
2910008,1,100
2910057,1,626
2910107,2,140
2910206,1,37
2910305,0,38
2910404,0,170
2910503,1,261
2910602,2,309
2910701,0,441
2910727,2,1183
2910750,1,112
2910776,0,68
2910800,0,3913
2910859,0,164
2910909,2,59
2911006,2,65
2911105,0,261
2911204,1,237
2911253,1,32
2911303,2,74
2911402,1,82
2911501,1,82
2911600,2,131
2911659,2,69
2911709,1,843
2911808,2,140
2911857,2,101
2911907,2,278
2912004,0,76
2912103,0,120
2912202,1,292
2912301,1,130
2912400,1,146
2912509,2,125
2912608,0,45
2912707,1,211
2912806,1,109
2912905,0,194
2913002,2,59
2913101,1,92
2913200,1,356
2913309,1,63
2913408,1,139
2913457,0,72
2913507,1,166
2913606,1,1556
2913705,1,284
2913804,1,80
2913903,0,275
2914000,2,483
2914109,1,89
2914208,0,65
2914307,1,90
2914406,2,212
2914505,1,226
2914604,2,667
2914653,2,335
2914703,2,668
2914802,1,1232
2914901,1,249
2915007,2,109
2915106,0,86
2915205,2,238
2915304,2,102
2915353,1,109
2915403,2,79
2915502,1,113
2915601,2,688
2915700,0,43
2915809,1,258
2915908,1,83
2916005,0,192
2916104,2,192
2916203,1,89
2916302,1,81
2916401,0,628
2916500,0,288
2916609,0,60
2916708,2,73
2916807,0,161
2916856,0,218
2916906,0,68
2917003,0,272
2917102,2,157
2917201,2,213
2917300,0,172
2917334,0,97
2917359,2,111
2917409,1,103
2917508,2,645
2917607,1,573
2917706,2,270
2917805,2,148
2917904,0,84
2918001,0,921
2918100,1,215
2918209,1,83
2918308,0,99
2918357,2,266
2918407,2,2999
2918456,0,72
2918506,2,167
2918555,0,72
2918605,0,61
2918704,0,28
2918753,0,83
2918803,2,141
2918902,1,36
2919009,0,28
2919058,2,55
2919108,1,67
2919157,2,338
2919207,1,1508
2919306,1,132
2919405,0,113
2919504,0,404
2919553,2,1549
2919603,0,136
2919702,0,203
2919801,1,267
2919900,1,43
2919926,2,111
2919959,0,69
2920007,1,118
2920106,1,135
2920205,0,215
2920304,0,87
2920403,2,142
2920452,0,116
2920502,0,270
2920601,0,222
2920700,2,168
2920809,1,59
2920908,1,131
2921005,0,635
2921054,1,108
2921104,2,252
2921203,0,192
2921302,1,94
2921401,1,124
2921450,0,71
2921500,2,263
2921609,2,90
2921708,1,262
2921807,2,112
2921906,2,75
2922003,0,369
2922052,2,110
2922102,0,156
2922201,2,65
2922250,0,108
2922300,2,193
2922409,2,127
2922508,0,122
2922607,0,80
2922656,1,117
2922706,1,187
2922730,1,69
2922755,2,43
2922805,0,99
2922854,1,68
2922904,1,255
2923001,2,515
2923035,0,140
2923050,1,106
2923100,0,164
2923209,1,236
2923308,0,78
2923357,2,191
2923407,1,163
2923506,0,95
2923605,1,137
2923704,1,251
2923803,2,187
2923902,1,133
2924009,1,1041
2924058,0,111
2924108,0,38
2924207,0,102
2924306,2,280
2924405,1,408
2924504,0,148
2924603,1,208
2924652,2,47
2924678,0,70
2924702,0,59
2924801,2,148
2924900,2,69
2925006,2,168
2925105,2,447
2925204,0,313
2925253,0,221
2925303,1,2221
2925402,1,139
2925501,2,437
2925600,0,108
2925709,1,111
2925758,1,237
2925808,0,299
2925907,2,126
2925931,1,88
2925956,2,207
2926004,2,373
2926103,0,119
2926202,0,173
2926301,2,179
2926400,1,228
2926509,0,163
2926608,2,506
2926657,1,67
2926707,2,122
2926806,0,94
2926905,0,53
2927002,1,301
2927101,0,135
2927200,1,234
2927309,0,207
2927408,1,13546
2927507,2,77
2927606,1,182
2927705,2,443
2927804,2,53
2927903,1,104
2928000,0,244
2928059,1,108
2928109,0,326
2928208,2,222
2928307,1,33
2928406,1,282
2928505,2,82
2928604,0,392
2928703,1,538
2928802,2,467
2928901,2,471
2928950,1,41
2929008,2,84
2929057,2,170
2929107,2,172
2929206,2,398
2929255,2,172
2929305,1,289
2929354,0,70
2929370,0,72
2929404,0,58
2929503,2,257
2929602,2,105
2929701,0,91
2929750,0,67
2929800,2,83
2929909,1,438
2930006,1,86
2930105,0,438
2930154,2,340
2930204,0,406
2930303,1,155
2930402,1,94
2930501,2,532
2930600,0,111
2930709,0,1132
2930758,0,112
2930766,2,88
2930774,1,308
2930808,1,172
2930907,0,110
2931004,1,162
2931053,0,196
2931103,2,69
2931202,2,112
2931301,0,140
2931350,2,1370
2931400,1,56
2931509,0,215
2931608,0,147
2931707,2,97
2931806,0,93
2931905,2,249
2932002,1,205
2932101,0,119
2932200,0,173
2932309,0,118
2932408,0,87
2932457,0,155
2932507,2,163
2932606,1,135
2932705,0,210
2932804,2,135
2932903,2,581
2933000,0,114
2933059,1,102
2933109,1,51
2933158,2,145
2933174,0,83
2933208,1,421
2933257,0,64
2933307,2,3043
2933406,2,76
2933455,0,162
2933505,0,185
2933604,0,489
3100104,1,53
3100203,0,196
3100302,1,108
3100401,0,32
3100500,1,42
3100609,0,121
3100708,1,24
3100807,1,43
3100906,0,207
3101003,0,118
3101102,0,191
3101201,2,37
3101300,0,24
3101409,0,36
3101508,1,297
3101607,0,615
3101631,0,63
3101706,2,423
3101805,1,49
3101904,1,172
3102001,2,146
3102050,0,86
3102100,2,69
3102209,1,37
3102308,2,98
3102407,1,46
3102506,1,36
3102605,1,376
3102704,2,92
3102803,0,83
3102852,0,98
3102902,2,82
3103009,0,82
3103108,2,14
3103207,2,26
3103306,0,15
3103405,0,312
3103504,1,1063
3103603,0,16
3103702,2,60
3103751,2,117
3103801,1,19
3103900,2,96
3104007,0,1176
3104106,0,85
3104205,0,373
3104304,0,159
3104403,0,29
3104452,1,58
3104502,2,175
3104601,1,125
3104700,2,139
3104809,0,47
3104908,2,91
3105004,0,50
3105103,0,164
3105202,2,21
3105301,2,86
3105400,2,337
3105509,1,36
3105608,0,905
3105707,1,31
3105905,0,175
3106002,2,72
3106101,2,50
3106200,2,18045
3106309,1,299
3106408,1,74
3106507,0,55
3106606,1,45
3106655,1,56
3106705,1,4244
3106804,1,16
3106903,1,94
3107000,2,25
3107109,1,363
3107208,0,37
3107307,0,478
3107406,2,462
3107505,1,71
3107604,2,48
3107703,1,15
3107802,2,178
3107901,1,150
3108008,1,138
3108107,2,49
3108206,0,62
3108255,2,59
3108305,1,143
3108404,1,136
3108503,2,39
3108552,0,234
3108602,1,335
3108701,1,39
3108800,1,28
3108909,1,138
3109006,2,407
3109105,2,97
3109204,0,97
3109253,1,47
3109303,1,296
3109402,1,277
3109451,1,70
3109501,0,109
3109600,2,34
3109709,1,132
3109808,1,24
3109907,2,121
3110004,2,363
3110103,2,41
3110202,2,25
3110301,1,131
3110400,1,23
3110509,0,236
3110608,2,294
3110707,0,126
3110806,2,28
3110905,1,151
3111002,0,171
3111101,0,131
3111150,2,29
3111200,1,436
3111309,0,99
3111408,2,138
3111507,0,119
3111606,1,248
3111705,1,41
3111804,2,97
3111903,2,52
3112000,1,94
3112059,1,43
3112109,1,61
3112208,0,34
3112307,0,473
3112406,1,93
3112604,1,147
3112653,1,37
3112703,0,145
3112802,1,105
3112901,1,104
3113008,2,163
3113107,1,10
3113206,1,201
3113305,1,258
3113404,0,933
3113503,2,80
3113602,1,79
3113701,2,202
3113800,2,20
3113909,1,131
3114006,2,83
3114105,1,143
3114204,2,222
3114303,0,317
3114402,2,155
3114501,1,219
3114550,1,97
3114600,1,33
3114709,0,35
3114808,1,41
3114907,0,16
3115003,0,30
3115102,2,155
3115201,0,32
3115300,0,428
3115359,0,36
3115409,1,22
3115458,2,103
3115474,2,52
3115508,1,173
3115607,0,17
3115706,1,69
3115805,0,108
3115904,2,30
3116001,0,54
3116100,2,74
3116159,0,175
3116209,2,48
3116308,2,71
3116407,2,61
3116506,1,78
3116605,2,365
3116704,0,80
3116803,0,73
3116902,2,39
3117009,0,32
3117108,1,122
3117207,1,31
3117306,2,313
3117405,0,10
3117504,2,260
3117603,0,62
3117702,0,154
3117801,0,95
3117836,2,50
3117876,2,77
3117900,0,127
3118007,1,597
3118106,2,38
3118205,2,57
3118304,2,1363
3118403,0,219
3118502,2,16
3118601,0,4963
3118700,2,85
3118809,0,219
3118908,0,75
3119005,0,39
3119104,2,221
3119203,2,48
3119302,0,304
3119401,1,808
3119500,1,84
3119609,1,24
3119708,0,44
3119807,1,32
3119906,0,37
3119955,2,68
3120003,1,34
3120102,1,43
3120151,2,56
3120201,2,114
3120300,1,54
3120409,2,41
3120508,1,73
3120607,0,55
3120706,1,74
3120805,0,146
3120839,0,44
3120870,1,108
3120904,1,863
3121001,1,90
3121100,0,69
3121209,2,81
3121258,2,111
3121308,1,40
3121407,0,58
3121506,2,22
3121605,1,532
3121704,0,23
3121803,1,54
3121902,1,45
3122009,2,195
3122108,0,34
3122207,0,62
3122306,0,1622
3122355,0,101
3122405,2,73
3122454,0,94
3122470,1,50
3122504,1,56
3122603,2,31
3122702,0,53
3122801,0,34
3122900,0,62
3123007,0,85
3123106,1,47
3123205,0,97
3123304,1,45
3123403,0,13
3123502,2,15
3123528,0,70
3123601,2,227
3123700,2,91
3123809,1,50
3123858,1,78
3123908,2,135
3124005,2,148
3124104,2,992
3124203,2,265
3124302,0,308
3124401,1,87
3124500,0,105
3124609,1,24
3124708,1,17
3124807,2,75
3124906,1,81
3125002,2,54
3125101,0,694
3125200,2,22
3125309,0,27
3125408,2,56
3125507,2,35
3125606,2,89
3125705,1,120
3125804,2,30
3125903,0,79
3125952,2,102
3126000,2,80
3126109,0,506
3126208,2,119
3126307,2,17
3126406,1,29
3126505,2,24
3126604,0,54
3126703,0,173
3126752,1,45
3126802,0,66
3126901,0,84
3126950,2,16
3127008,0,180
3127057,0,35
3127073,2,58
3127107,2,602
3127206,1,56
3127305,1,68
3127339,2,45
3127354,1,14
3127370,0,20
3127388,0,32
3127404,1,51
3127503,2,60
3127602,1,115
3127701,1,2289
3127800,1,111
3127909,2,12
3128006,2,308
3128105,0,155
3128204,0,63
3128253,1,58
3128303,0,185
3128402,1,74
3128501,2,32
3128600,1,75
3128709,1,452
3128808,1,51
3128907,0,96
3129004,1,58
3129103,1,51
3129202,2,61
3129301,2,110
3129400,2,54
3129509,2,198
3129608,2,70
3129657,1,72
3129707,1,149
3129806,0,1722
3129905,2,36
3130002,2,32
3130051,1,85
3130101,1,502
3130200,0,101
3130309,2,63
3130408,0,71
3130507,1,123
3130556,1,60
3130606,1,59
3130655,0,58
3130705,1,65
3130804,1,21
3130903,2,121
3131000,1,54
3131109,2,59
3131158,2,198
3131208,1,230
3131307,0,2184
3131406,2,38
3131505,0,66
3131604,1,31
3131703,1,1098
3131802,1,89
3131901,1,621
3132008,0,28
3132107,2,174
3132206,0,166
3132305,0,101
3132404,1,692
3132503,1,360
3132602,0,27
3132701,0,227
3132800,0,18
3132909,1,139
3133006,1,86
3133105,1,117
3133204,1,97
3133303,2,216
3133402,0,105
3133501,0,155
3133600,2,182
3133709,1,156
3133758,1,125
3133808,1,721
3133907,1,28
3134004,2,158
3134103,1,61
3134202,0,931
3134301,0,67
3134400,1,374
3134509,2,36
3134608,0,222
3134707,1,133
3134806,1,88
3134905,2,239
3135001,2,27
3135050,1,532
3135076,2,36
3135100,2,766
3135209,2,740
3135308,2,52
3135357,1,99
3135407,2,59
3135456,0,50
3135506,2,134
3135605,2,60
3135704,1,54
3135803,0,189
3135902,0,70
3136009,0,135
3136108,1,18
3136207,1,700
3136306,1,526
3136405,0,42
3136504,1,93
3136520,0,42
3136553,2,55
3136579,1,29
3136603,1,79
3136652,1,359
3136702,2,3564
3136801,0,28
3136900,2,150
3136959,1,48
3137007,2,93
3137106,2,46
3137205,0,534
3137304,2,44
3137403,2,103
3137502,1,210
3137536,2,120
3137601,0,614
3137700,0,190
3137809,1,189
3137908,2,36
3138005,0,48
3138104,1,63
3138203,2,847
3138302,0,26
3138351,2,34
3138401,2,388
3138500,1,51
3138609,1,145
3138625,1,111
3138658,2,109
3138674,1,61
3138682,2,62
3138708,0,66
3138807,0,158
3138906,1,83
3139003,2,294
3139102,1,44
3139201,0,197
3139250,0,55
3139300,1,175
3139409,2,898
3139508,1,210
3139607,2,227
3139706,0,61
3139805,1,137
3139904,0,103
3140001,0,681
3140100,0,48
3140159,2,172
3140209,2,41
3140308,0,34
3140407,0,33
3140506,1,135
3140530,1,90
3140555,0,88
3140605,1,47
3140704,0,437
3140803,1,104
3140852,0,120
3140902,0,239
3141009,2,136
3141108,0,402
3141207,0,23
3141306,1,36
3141405,2,180
3141504,1,40
3141603,1,68
3141702,0,31
3141801,2,297
3141900,0,39
3142007,1,85
3142106,0,47
3142205,2,77
3142254,0,39
3142304,0,80
3142403,0,85
3142601,2,93
3142700,0,147
3142809,1,143
3142908,1,192
3143005,2,26
3143104,1,456
3143153,0,41
3143203,0,176
3143302,0,3784
3143401,1,202
3143450,2,69
3143500,1,107
3143609,0,31
3143708,0,35
3143807,0,86
3143906,0,1039
3144003,2,276
3144102,0,156
3144201,2,25
3144300,0,374
3144359,1,81
3144375,0,41
3144409,0,35
3144508,1,57
3144607,0,233
3144656,0,89
3144672,2,24
3144706,2,152
3144805,1,857
3144904,1,36
3145000,0,222
3145059,2,45
3145109,1,190
3145208,2,1459
3145307,1,222
3145356,1,107
3145372,1,41
3145455,1,49
3145505,0,26
3145604,0,349
3145703,2,14
3145802,0,21
3145851,1,53
3145877,0,98
3145901,2,370
3146008,1,231
3146107,0,589
3146206,1,83
3146255,0,64
3146305,2,194
3146404,2,36
3146503,0,79
3146552,2,59
3146602,1,10
3146701,2,39
3146750,2,61
3146909,1,153
3147006,1,1013
3147105,1,910
3147204,1,194
3147303,1,172
3147402,1,253
3147501,0,17
3147600,1,140
3147709,1,62
3147808,2,18
3147907,1,1024
3147956,2,46
3148004,2,1287
3148103,2,1038
3148202,2,54
3148301,2,54
3148400,2,55
3148509,2,75
3148608,2,137
3148707,0,262
3148756,1,63
3148806,2,26
3148905,1,28
3149002,1,32
3149101,0,56
3149150,0,85
3149200,1,45
3149309,2,632
3149408,0,15
3149507,2,44
3149606,1,55
3149705,2,170
3149804,1,236
3149903,0,198
3149952,0,86
3150000,0,44
3150109,1,24
3150158,2,102
3150208,2,49
3150307,0,25
3150406,1,46
3150505,0,64
3150539,1,69
3150570,2,101
3150604,2,50
3150703,2,71
3150802,2,94
3150901,1,48
3151008,0,101
3151107,2,85
3151206,2,602
3151305,2,135
3151404,1,217
3151503,2,268
3151602,2,160
3151701,1,115
3151800,0,1261
3151909,1,52
3152006,0,389
3152105,0,451
3152131,0,58
3152170,1,99
3152204,1,374
3152303,2,67
3152402,0,142
3152501,2,1329
3152600,2,52
3152709,0,82
3152808,1,355
3152907,0,83
3153004,0,55
3153103,0,41
3153202,1,20
3153301,1,35
3153400,0,156
3153509,0,79
3153608,2,110
3153707,0,33
3153806,2,13
3153905,1,134
3154002,0,200
3154101,1,66
3154150,0,63
3154200,1,105
3154309,0,119
3154408,0,50
3154457,0,67
3154507,1,60
3154606,2,3312
3154705,1,37
3154804,2,97
3154903,0,120
3155009,1,33
3155108,2,53
3155207,0,36
3155306,1,38
3155405,0,89
3155504,1,149
3155603,2,316
3155702,0,133
3155801,2,154
3155900,0,25
3156007,0,80
3156106,1,36
3156205,2,30
3156304,2,102
3156403,0,28
3156452,2,52
3156502,0,47
3156601,1,85
3156700,1,1185
3156809,2,124
3156908,2,304
3157005,2,374
3157104,1,72
3157203,0,343
3157252,2,36
3157278,2,37
3157302,2,48
3157336,1,65
3157377,2,42
3157401,2,24
3157500,1,45
3157609,0,33
3157658,2,48
3157708,2,222
3157807,2,2459
3157906,1,150
3158003,2,103
3158102,2,36
3158201,2,104
3158300,2,78
3158409,0,22
3158508,1,58
3158607,2,45
3158706,1,32
3158805,0,39
3158904,1,101
3158953,0,340
3159001,0,63
3159100,1,23
3159209,2,61
3159308,1,38
3159357,2,77
3159407,2,26
3159506,0,58
3159605,0,400
3159704,1,39
3159803,0,221
3159902,0,187
3160009,0,20
3160108,2,48
3160207,1,33
3160306,1,79
3160405,0,252
3160454,2,74
3160504,1,15
3160603,0,17
3160702,1,333
3160801,1,74
3160900,2,67
3160959,2,75
3161007,2,146
3161056,0,44
3161106,0,700
3161205,1,59
3161304,1,54
3161403,2,43
3161502,2,81
3161601,1,23
3161650,0,31
3161700,1,57
3161809,1,128
3161908,1,148
3162005,0,249
3162104,0,479
3162203,1,76
3162252,0,50
3162302,1,35
3162401,2,202
3162450,1,75
3162500,1,682
3162559,2,150
3162575,0,67
3162609,0,80
3162658,0,30
3162708,1,221
3162807,2,123
3162906,1,213
3162922,2,379
3162948,2,98
3162955,0,299
3163003,2,38
3163102,1,50
3163201,2,44
3163300,1,40
3163508,2,67
3163607,1,26
3163706,2,444
3163805,2,48
3163904,1,35
3164001,2,45
3164100,2,47
3164209,2,95
3164308,1,52
3164407,0,81
3164431,2,24
3164472,1,82
3164506,1,48
3164605,2,120
3164704,1,733
3164803,2,12
3164902,0,19
3165008,0,120
3165107,2,58
3165206,1,59
3165305,1,66
3165404,0,70
3165503,0,46
3165537,1,483
3165552,1,113
3165560,0,17
3165578,1,123
3165602,1,19
3165701,1,99
3165800,1,14
3165909,0,26
3166006,1,58
3166105,2,39
3166204,0,68
3166303,0,68
3166402,0,25
3166501,0,25
3166709,2,68
3166808,1,173
3166907,0,80
3166956,0,41
3167004,1,13
3167103,1,164
3167202,1,1685
3167301,2,24
3167400,0,59
3167509,2,21
3167608,1,186
3167707,2,39
3167806,0,55
3167905,1,51
3168002,2,400
3168051,0,34
3168101,2,61
3168200,1,17
3168309,1,52
3168408,1,100
3168507,0,95
3168606,2,1276
3168705,2,663
3168804,2,61
3168903,0,69
3169000,1,160
3169059,0,37
3169109,1,102
3169208,1,80
3169307,2,574
3169356,0,300
3169406,0,487
3169505,0,69
3169604,2,242
3169703,2,207
3169802,0,60
3169901,0,912
3170008,0,109
3170057,0,159
3170107,2,3168
3170206,1,6578
3170305,2,40
3170404,2,860
3170438,1,44
3170479,2,55
3170503,1,86
3170529,0,112
3170578,0,62
3170602,2,17
3170651,1,68
3170701,2,931
3170750,2,121
3170800,1,328
3170909,0,160
3171006,1,185
3171030,0,67
3171071,2,53
3171105,0,26
3171154,1,60
3171204,1,1537
3171303,2,526
3171402,1,35
3171501,2,31
3171600,0,116
3171709,0,57
3171808,1,133
3171907,2,44
3172004,1,358
3172103,1,37
3172202,0,27
3200102,1,347
3200136,0,143
3200169,1,143
3200201,2,283
3200300,0,121
3200359,0,94
3200409,2,413
3200508,1,71
3200607,0,1190
3200706,0,132
3200805,0,304
3200904,2,503
3201001,2,234
3201100,1,98
3201159,1,166
3201209,0,2009
3201308,0,4688
3201407,0,360
3201506,2,1184
3201605,2,419
3201704,1,157
3201803,0,67
3201902,1,416
3202009,2,91
3202108,0,231
3202207,1,222
3202256,0,120
3202306,2,359
3202405,2,1606
3202454,1,343
3202504,2,142
3202553,1,149
3202603,2,119
3202652,0,174
3202702,1,115
3202801,0,567
3202900,1,106
3203007,2,403
3203056,0,430
3203106,2,164
3203130,1,146
3203163,2,71
3203205,2,2106
3203304,0,153
3203320,2,597
3203346,0,237
3203353,1,142
3203403,2,270
3203502,2,215
3203601,1,76
3203700,1,272
3203809,0,133
3203908,1,555
3204005,0,187
3204054,1,339
3204104,2,299
3204203,0,358
3204252,1,84
3204302,1,200
3204351,2,244
3204401,0,102
3204500,2,112
3204559,1,452
3204609,2,188
3204658,2,105
3204708,2,366
3204807,0,136
3204906,0,1440
3204955,2,128
3205002,0,6632
3205010,2,428
3205036,1,243
3205069,2,255
3205101,2,1133
3205150,1,76
3205176,1,191
3205200,2,4245
3205309,2,2829
3300100,0,1820
3300159,2,100
3300209,0,1320
3300225,2,131
3300233,1,661
3300258,2,337
3300308,1,790
3300407,0,1591
3300456,1,3810
3300506,1,279
3300605,1,288
3300704,0,2221
3300803,2,551
3300902,2,115
3300936,0,156
3300951,1,107
3301009,0,3891
3301108,0,205
3301157,2,158
3301207,1,145
3301306,2,523
3301405,1,207
3301504,1,168
3301603,2,153
3301702,2,6764
3301801,1,120
3301850,0,578
3301876,0,331
3301900,0,2591
3302007,1,1482
3302056,2,120
3302106,2,186
3302205,0,685
3302254,2,402
3302270,2,1101
3302304,2,86
3302403,1,2906
3302452,0,99
3302502,0,2833
3302601,2,508
3302700,1,1635
3302809,2,169
3302858,1,1202
3302908,0,242
3303005,1,232
3303104,2,129
3303203,1,851
3303302,1,2453
3303401,2,1713
3303500,0,6225
3303609,2,387
3303708,1,352
3303807,2,417
3303856,0,278
3303906,0,2402
3303955,0,293
3304003,0,227
3304102,1,105
3304110,1,262
3304128,1,125
3304144,0,1283
3304151,0,327
3304201,2,1056
3304300,1,580
3304409,0,168
3304508,2,114
3304524,1,1722
3304557,0,44858
3304607,0,82
3304706,0,318
3304755,0,497
3304805,0,286
3304904,2,4339
3305000,1,555
3305109,0,2668
3305133,2,83
3305158,1,237
3305208,1,1056
3305307,2,76
3305406,1,177
3305505,2,1194
3305554,1,991
3305604,0,278
3305703,2,145
3305752,0,438
3305802,0,1515
3305901,0,61
3306008,1,714
3306107,0,755
3306156,0,59
3306206,0,375
3306305,2,2710
4100103,1,80
4100202,0,75
4100301,1,153
4100400,0,1215
4100459,2,50
4100509,0,166
4100608,2,178
4100707,2,99
4100806,1,100
4100905,0,49
4101002,2,231
4101051,0,30
4101101,0,225
4101150,1,59
4101200,1,222
4101309,2,85
4101408,0,1309
4101507,0,1223
4101606,0,354
4101655,1,36
4101705,2,185
4101804,0,1807
4101853,1,24
4101903,0,166
4102000,1,378
4102109,2,266
4102208,0,43
4102307,1,226
4102406,2,303
4102505,2,81
4102604,2,130
4102703,2,27
4102752,1,49
4102802,0,167
4102901,2,199
4103008,1,48
4103024,0,36
4103040,0,65
4103057,0,115
4103107,2,211
4103156,2,65
4103206,1,101
4103222,0,50
4103305,1,77
4103354,0,52
4103370,1,48
4103404,2,36
4103453,0,254
4103479,0,36
4103503,0,124
4103602,2,278
4103701,2,1069
4103800,1,138
4103909,1,225
4103958,2,48
4104006,2,698
4104055,2,47
4104105,1,105
4104204,2,1666
4104253,0,320
4104303,0,1007
4104402,0,135
4104428,1,213
4104451,0,199
4104501,1,236
4104600,1,200
4104659,0,257
4104709,0,176
4104808,0,3056
4104907,2,1010
4105003,1,108
4105102,2,108
4105201,2,166
4105300,2,133
4105409,2,197
4105508,2,983
4105607,2,155
4105706,2,206
4105805,0,2909
4105904,2,248
4106001,0,79
4106100,0,52
4106209,0,277
4106308,2,210
4106407,1,405
4106456,2,86
4106506,2,277
4106555,2,41
4106571,2,66
4106605,1,255
4106704,1,39
4106803,0,190
4106852,0,42
4106902,2,12720
4107009,1,182
4107108,2,61
4107124,2,31
4107157,0,59
4107207,2,536
4107256,1,109
4107306,1,71
4107405,0,84
4107504,1,119
4107520,2,19
4107538,0,82
4107546,0,50
4107553,1,36
4107603,0,174
4107652,1,1899
4107702,0,42
4107736,2,88
4107751,0,91
4107801,1,50
4107850,2,73
4107900,0,147
4108007,0,102
4108106,1,29
4108205,1,69
4108304,0,3230
4108320,0,92
4108403,0,1066
4108452,0,71
4108502,1,140
4108551,2,20
4108601,2,321
4108650,2,81
4108700,1,79
4108809,0,404
4108908,2,89
4108957,0,105
4109005,1,83
4109104,2,32
4109203,0,61
4109302,0,189
4109401,0,2475
4109500,1,48
4109609,0,653
4109658,2,85
4109708,0,294
4109757,1,65
4109807,0,608
4109906,0,91
4110003,2,64
4110052,0,16
4110078,1,179
4110102,2,394
4110201,1,120
4110300,1,27
4110409,0,79
4110508,0,161
4110607,1,116
4110656,2,18
4110706,0,714
4110805,0,120
4110904,0,61
4110953,0,157
4111001,2,43
4111100,0,48
4111209,2,175
4111258,2,471
4111308,2,35
4111407,1,164
4111506,0,229
4111555,2,89
4111605,2,28
4111704,2,55
4111803,0,402
4111902,1,208
4112009,2,446
4112108,1,186
4112207,0,52
4112306,1,57
4112405,1,97
4112504,0,109
4112603,0,18
4112702,1,153
4112751,2,57
4112801,0,170
4112900,2,43
4112959,1,60
4113007,1,94
4113106,1,77
4113205,2,590
4113254,2,69
4113304,1,487
4113403,2,36
4113429,0,27
4113452,0,60
4113502,0,296
4113601,0,47
4113700,2,5015
4113734,1,69
4113759,0,57
4113809,1,26
4113908,1,151
4114005,2,101
4114104,1,324
4114203,1,430
4114302,1,339
4114351,0,22
4114401,2,240
4114500,0,141
4114609,1,666
4114708,0,61
4114807,2,487
4114906,0,98
4115002,0,103
4115101,2,148
4115200,1,3567
4115309,0,82
4115358,2,98
4115408,2,199
4115457,0,46
4115507,2,56
4115606,1,223
4115705,0,502
4115739,0,37
4115754,2,159
4115804,2,671
4115853,0,80
4115903,2,29
4116000,1,38
4116059,1,137
4116109,2,118
4116208,1,192
4116307,0,45
4116406,0,48
4116505,1,21
4116604,2,37
4116703,2,114
4116802,1,86
4116901,1,238
4116950,0,70
4117008,0,78
4117057,1,74
4117107,1,175
4117206,2,58
4117214,0,41
4117222,2,130
4117255,2,134
4117271,1,55
4117297,0,35
4117305,1,286
4117404,2,42
4117453,2,90
